max_rh_93710,max_soil_temp_93710,min_wss_93720,date,Season,year,aqi,ozone,pm25,nox,pollutant,CarryOver,classification
97,12.9,0.0,2015-12-12T00:00:00,0.75,2015,122,0.0334999971091747,44.0,0.0469,pm25,129,unhealthy 4 sensitive
82,14.9,0.0,2015-04-06T00:00:00,0.25,2015,54,0.0559999980032444,7.0,0.013,ozone,61,moderate
88,14.9,1.5,2015-11-16T00:00:00,0.75,2015,59,0.0309999994933605,16.0,0.016,pm25,91,moderate
91,15.9,0.0,2015-03-14T00:00:00,0.0,2015,84,0.0649999976158142,21.0,0.032,ozone,93,moderate
82,15.9,3.1,2015-03-24T00:00:00,0.25,2015,44,0.0469999983906746,10.0,0.011,ozone,76,good
97,15.9,0.0,2015-11-12T00:00:00,0.75,2015,89,0.0419999994337559,30.0,0.07,pm25,144,moderate
97,16.8,0.0,2015-11-09T00:00:00,0.75,2015,82,0.0389999970793724,27.0,0.03,pm25,124,moderate
97,16.8,0.0,2015-11-07T00:00:00,0.75,2015,107,0.0479999966919422,38.0,0.082,pm25,112,unhealthy 4 sensitive
95,18.8,0.0,2015-11-02T00:00:00,0.75,2015,57,0.0379999987781048,15.0,0.017,pm25,70,moderate
65,19.8,2.1,2015-06-03T00:00:00,0.25,2015,61,0.0579999983310699,13.0,0.01,ozone,57,moderate
72,19.8,0.0,2015-06-05T00:00:00,0.25,2015,104,0.0719999670982361,20.0,0.015,ozone,108,unhealthy 4 sensitive
93,19.8,0.0,2015-10-29T00:00:00,0.75,2015,105,0.0469999983906746,37.0,0.033,pm25,89,unhealthy 4 sensitive
74,20.8,0.0,2015-06-08T00:00:00,0.25,2015,201,0.0869999527931213,90.0,0.025,ozone,115,very unhealthy
82,21.8,0.0,2015-10-18T00:00:00,0.75,2015,74,0.0469999983906746,23.0,0.008,pm25,61,moderate
96,21.8,0.0,2015-10-16T00:00:00,0.75,2015,99,0.0689999461174011,35.0,0.057,pm25,87,moderate
52,21.8,0.0,2015-09-26T00:00:00,0.75,2015,201,0.0889999866485596,20.0,0.015,ozone,143,very unhealthy
73,21.8,0.0,2015-09-10T00:00:00,1.0,2015,139,0.110999941825867,51.0,0.047,pm25,201,unhealthy 4 sensitive
71,21.8,0.0,2015-09-05T00:00:00,1.0,2015,67,0.0599999986588955,16.0,0.009,ozone,74,moderate
82,22.8,0.0,2015-08-22T00:00:00,1.0,2015,108,0.0729999542236328,34.0,0.011,ozone,125,unhealthy 4 sensitive
64,23.8,0.0,2015-06-30T00:00:00,1.0,2015,200,0.0999999642372131,29.0,0.024,ozone,87,unhealthy
69,23.8,1.5,2015-07-03T00:00:00,1.0,2015,111,0.0739999413490295,23.0,0.02,ozone,152,unhealthy 4 sensitive
72,24.8,0.0,2015-07-26T00:00:00,1.0,2015,95,0.0499999970197678,33.0,0.04,pm25,70,moderate
72,24.8,0.0,2015-09-16T00:00:00,1.0,2015,55,0.0539999976754189,14.0,0.013,pm25,72,moderate
97,10.0,0.0,2016-02-03T00:00:00,0.0,2016,99,0.040499996393919,35.0,0.1146,pm25,102,moderate
95,10.5,0.0,2016-12-26T00:00:00,0.0,2016,89,0.0273000001907349,30.0,0.0585,pm25,87,moderate
98,10.5,0.0,2016-01-08T00:00:00,0.0,2016,95,0.0209999978542328,33.0,0.0356,pm25,87,moderate
97,10.5,0.0,2016-02-07T00:00:00,0.0,2016,110,0.0491000041365623,39.0,0.0423,pm25,91,unhealthy 4 sensitive
96,10.5,0.0,2016-02-02T00:00:00,0.0,2016,102,0.0326999947428703,36.0,0.0779,pm25,99,unhealthy 4 sensitive
97,11.0,0.0,2016-01-11T00:00:00,0.0,2016,93,0.0321999937295914,32.0,0.0854999,pm25,139,moderate
98,11.0,0.0,2016-12-25T00:00:00,0.0,2016,112,0.0364999994635582,40.0,0.0552,pm25,89,unhealthy 4 sensitive
98,11.5,0.0,2016-12-22T00:00:00,0.0,2016,153,0.030799999833107,59.0,0.0937999,pm25,129,unhealthy
96,11.5,0.0,2016-12-23T00:00:00,0.0,2016,129,0.0278000012040138,47.0,0.0282,pm25,66,unhealthy 4 sensitive
95,11.5,0.0,2016-12-24T00:00:00,0.0,2016,66,0.0371000058948994,19.0,0.0298,pm25,112,moderate
98,12.0,0.0,2016-02-22T00:00:00,0.0,2016,129,0.0451000034809113,47.0,0.0417,pm25,105,unhealthy 4 sensitive
96,12.5,0.0,2016-02-26T00:00:00,0.0,2016,99,0.0591999962925911,35.0,0.0632,pm25,117,moderate
98,13.0,0.0,2016-03-02T00:00:00,0.0,2016,105,0.0598999932408333,37.0,0.0465,pm25,87,unhealthy 4 sensitive
98,13.5,0.0,2016-03-17T00:00:00,0.0,2016,95,0.0636999607086182,33.0,0.0356,pm25,74,moderate
95,14.0,0.0,2016-03-06T00:00:00,0.0,2016,42,0.0458999909460545,10.0,0.005,pm25,57,good
97,14.0,0.0,2016-03-20T00:00:00,0.25,2016,127,0.0625999569892883,46.0,0.0162,pm25,82,unhealthy 4 sensitive
91,14.0,3.1,2016-03-22T00:00:00,0.25,2016,57,0.042600005865097,15.0,0.0085,pm25,57,moderate
97,14.5,0.0,2016-11-30T00:00:00,0.75,2016,93,0.0303999930620193,32.0,0.0792,pm25,93,moderate
96,14.5,2.6,2016-12-16T00:00:00,0.75,2016,50,0.0418999902904034,12.0,0.0044,pm25,107,good
97,15.0,0.0,2016-12-13T00:00:00,0.75,2016,93,0.0296999961137772,32.0,0.0602,pm25,66,moderate
96,15.0,0.0,2016-12-12T00:00:00,0.75,2016,99,0.0184999965131283,35.0,0.0305,pm25,93,moderate
92,15.5,0.0,2016-04-17T00:00:00,0.25,2016,98,0.0693999528884888,22.0,0.0277,ozone,123,moderate
92,16.0,0.0,2016-04-19T00:00:00,0.25,2016,143,0.0829999446868896,21.0,0.0325,ozone,146,unhealthy 4 sensitive
91,16.0,1.5,2016-04-13T00:00:00,0.25,2016,57,0.0554999969899654,15.0,0.0089,pm25,53,moderate
87,20.0,0.0,2016-10-07T00:00:00,0.75,2016,78,0.0631999969482422,18.0,0.0667,ozone,201,moderate
92,20.0,0.0,2016-10-13T00:00:00,0.75,2016,95,0.066100001335144,33.0,0.0567,pm25,116,moderate
71,23.0,0.0,2016-09-03T00:00:00,1.0,2016,68,0.0539999976754189,20.0,0.0125,pm25,53,moderate
86,23.0,0.0,2016-09-13T00:00:00,1.0,2016,59,0.0486999936401844,16.0,0.0205,pm25,76,moderate
76,25.0,2.1,2016-06-08T00:00:00,0.25,2016,69,0.0603999905288219,15.0,0.0092,ozone,98,moderate
61,25.0,1.5,2016-06-06T00:00:00,0.25,2016,116,0.0752999782562256,14.0,0.0182,ozone,74,unhealthy 4 sensitive
74,26.0,0.0,2016-08-17T00:00:00,1.0,2016,97,0.107899963855743,34.0,0.0243,pm25,200,moderate
77,26.0,0.0,2016-08-19T00:00:00,1.0,2016,99,0.113699972629547,35.0,0.0203,pm25,82,moderate
75,26.0,1.5,2016-07-19T00:00:00,1.0,2016,88,0.0663999915122986,9.0,0.0106,ozone,90,moderate
97,18.5,0.0,2016-11-03T00:00:00,0.75,2016,107,0.0471000038087368,38.0,0.0713,pm25,139,unhealthy 4 sensitive
97,18.5,0.0,2016-11-04T00:00:00,0.75,2016,139,0.0623000003397465,51.0,0.0606,pm25,129,unhealthy 4 sensitive
89,19.5,0.0,2016-10-23T00:00:00,0.75,2016,115,0.0751000046730042,27.0,0.0354,ozone,57,unhealthy 4 sensitive
90,19.5,0.0,2016-10-22T00:00:00,0.75,2016,129,0.0788999795913696,26.0,0.0331,ozone,115,unhealthy 4 sensitive
85,21.5,1.5,2016-05-25T00:00:00,0.25,2016,48,0.0513999909162521,10.0,0.0076,ozone,56,good
83,21.5,0.0,2016-09-23T00:00:00,0.75,2016,76,0.0566999949514866,24.0,0.0351,pm25,94,moderate
58,22.5,0.0,2016-09-21T00:00:00,1.0,2016,89,0.0527999997138977,30.0,0.0263,pm25,57,moderate
82,23.5,0.0,2016-06-12T00:00:00,0.25,2016,95,0.068399965763092,17.0,0.0087,ozone,82,moderate
61,23.5,2.6,2016-06-15T00:00:00,0.25,2016,49,0.0526000037789345,10.0,0.0071,ozone,49,good
65,24.5,0.0,2016-08-13T00:00:00,1.0,2016,70,0.1110999584198,21.0,0.0195,pm25,200,moderate
79,25.5,0.0,2016-08-21T00:00:00,1.0,2016,201,0.0876999497413635,23.0,0.0111,ozone,90,very unhealthy
83,25.5,0.0,2016-08-29T00:00:00,1.0,2016,134,0.0803999900817871,23.0,0.0191,ozone,146,unhealthy 4 sensitive
58,25.5,4.6,2016-07-10T00:00:00,1.0,2016,53,0.0527999997138977,13.0,0.0041,pm25,99,moderate
71,25.5,0.0,2016-07-02T00:00:00,1.0,2016,72,0.10779994726181,22.0,0.0109,pm25,146,moderate
73,25.5,0.0,2016-07-03T00:00:00,1.0,2016,146,0.083899974822998,18.0,0.0094,ozone,201,unhealthy 4 sensitive
81,25.5,0.0,2016-08-28T00:00:00,1.0,2016,101,0.0710999965667725,22.0,0.01,ozone,134,unhealthy 4 sensitive
84,25.5,0.0,2016-08-27T00:00:00,1.0,2016,95,0.0685999989509583,18.0,0.0079,ozone,101,moderate
97,10.1,0.0,2016-02-05T00:00:00,0.0,2016,91,0.0318999923765659,31.0,0.0911,pm25,115,moderate
96,10.1,0.0,2016-02-04T00:00:00,0.0,2016,102,0.0356999933719635,36.0,0.0636,pm25,91,unhealthy 4 sensitive
93,10.1,0.0,2016-01-03T00:00:00,0.0,2016,134,0.0369999967515469,49.0,0.0738,pm25,134,unhealthy 4 sensitive
95,10.1,0.0,2016-01-04T00:00:00,0.0,2016,134,0.0186000056564808,49.0,0.0911,pm25,89,unhealthy 4 sensitive
96,10.6,3.6,2016-01-06T00:00:00,0.0,2016,42,0.0361999943852425,10.0,0.0113,pm25,59,good
96,10.6,1.5,2016-01-05T00:00:00,0.0,2016,89,0.0326999947428703,30.0,0.0217,pm25,42,moderate
97,10.6,1.5,2016-12-31T00:00:00,0.0,2016,89,0.0328999906778336,30.0,0.0185,pm25,71,moderate
97,10.6,0.0,2016-12-30T00:00:00,0.0,2016,155,0.0189999975264072,64.0,0.0593,pm25,89,unhealthy
97,11.1,0.0,2016-01-10T00:00:00,0.0,2016,93,0.0371999964118004,32.0,0.038,pm25,93,moderate
95,11.1,0.0,2016-01-13T00:00:00,0.0,2016,112,0.0378999933600426,40.0,0.0243,pm25,97,unhealthy 4 sensitive
96,11.1,0.0,2016-02-09T00:00:00,0.0,2016,76,0.0461999960243702,24.0,0.0793,pm25,107,moderate
97,11.6,0.0,2016-02-12T00:00:00,0.0,2016,112,0.0444999970495701,40.0,0.0731,pm25,155,unhealthy 4 sensitive
97,11.6,0.0,2016-02-11T00:00:00,0.0,2016,119,0.0499999970197678,43.0,0.0703999,pm25,112,unhealthy 4 sensitive
97,11.6,0.0,2016-01-29T00:00:00,0.0,2016,142,0.0339999981224537,52.0,0.0752,pm25,107,unhealthy 4 sensitive
95,11.6,0.0,2016-01-16T00:00:00,0.0,2016,84,0.0418999902904034,28.0,0.0348,pm25,134,moderate
96,11.6,0.0,2016-01-31T00:00:00,0.0,2016,55,0.035899993032217,14.0,0.012,pm25,74,moderate
92,12.1,0.0,2016-02-17T00:00:00,0.0,2016,84,0.0403999909758568,28.0,0.0466,pm25,55,moderate
96,12.1,0.0,2016-02-18T00:00:00,0.0,2016,55,0.0448000021278858,14.0,0.0409,pm25,66,moderate
98,12.1,0.0,2016-02-15T00:00:00,0.0,2016,124,0.0509999990463257,45.0,0.0477,pm25,124,unhealthy 4 sensitive
97,12.1,0.0,2016-12-19T00:00:00,0.75,2016,122,0.011499997228384,44.0,0.1074,pm25,129,unhealthy 4 sensitive
96,12.1,0.0,2016-02-23T00:00:00,0.0,2016,105,0.05519999563694,37.0,0.0415,pm25,124,unhealthy 4 sensitive
94,13.1,2.1,2016-03-13T00:00:00,0.0,2016,93,0.0371999964118004,32.0,0.0074,pm25,44,moderate
95,13.6,0.0,2016-03-14T00:00:00,0.0,2016,44,0.0476999953389168,9.0,0.0219,ozone,57,good
98,13.6,0.0,2016-03-18T00:00:00,0.0,2016,74,0.0591999962925911,23.0,0.0417,pm25,80,moderate
96,13.6,0.0,2016-03-04T00:00:00,0.0,2016,95,0.0468999929726124,33.0,0.0328,pm25,72,moderate
95,13.6,0.0,2016-03-11T00:00:00,0.0,2016,76,0.0399999991059303,24.0,0.0132,pm25,99,moderate
96,14.1,0.0,2016-12-01T00:00:00,0.75,2016,93,0.0189999975264072,32.0,0.0779,pm25,117,moderate
97,14.1,0.0,2016-03-21T00:00:00,0.25,2016,82,0.0416000038385391,27.0,0.0134,pm25,57,moderate
95,19.2,0.0,2016-11-01T00:00:00,0.75,2016,50,0.0428000018000603,12.0,0.0354,pm25,82,good
79,20.2,0.0,2016-10-09T00:00:00,0.75,2016,134,0.0803999900817871,15.0,0.0356,ozone,132,unhealthy 4 sensitive
98,20.2,0.0,2016-05-08T00:00:00,0.25,2016,55,0.0527999997138977,14.0,0.0119,pm25,70,moderate
92,20.2,1.5,2016-10-18T00:00:00,0.75,2016,41,0.0443000011146069,9.0,0.0167,ozone,70,good
83,21.2,2.1,2016-05-23T00:00:00,0.25,2016,44,0.047800000756979,10.0,0.0066,ozone,36,good
73,21.2,2.6,2016-10-02T00:00:00,0.75,2016,45,0.0484999977052212,6.0,0.0063,ozone,34,good
70,22.2,0.0,2016-09-29T00:00:00,0.75,2016,72,0.0578000023961067,22.0,0.0262,pm25,100,moderate
84,22.2,0.0,2016-05-17T00:00:00,0.25,2016,97,0.0689999461174011,15.0,0.0319,ozone,85,moderate
77,23.2,0.0,2016-09-07T00:00:00,1.0,2016,93,0.109399974346161,32.0,0.0442,pm25,201,moderate
80,23.2,0.0,2016-09-08T00:00:00,1.0,2016,201,0.0947999954223633,27.0,0.0506,ozone,136,very unhealthy
60,24.2,3.1,2016-06-10T00:00:00,0.25,2016,47,0.0507999993860722,10.0,0.0095,ozone,57,good
64,24.2,0.0,2016-08-09T00:00:00,1.0,2016,111,0.0739999413490295,19.0,0.0201,ozone,201,unhealthy 4 sensitive
43,24.2,1.5,2016-06-21T00:00:00,1.0,2016,201,0.0916999578475952,19.0,0.0142,ozone,114,very unhealthy
45,24.2,1.5,2016-06-23T00:00:00,1.0,2016,96,0.0688999891281128,10.0,0.0119,ozone,115,moderate
51,24.2,2.1,2016-06-22T00:00:00,1.0,2016,114,0.0745999813079834,14.0,0.0135,ozone,96,unhealthy 4 sensitive
80,24.2,0.0,2016-08-10T00:00:00,1.0,2016,201,0.0856999754905701,28.0,0.0159,ozone,200,very unhealthy
63,24.2,2.1,2016-06-24T00:00:00,1.0,2016,115,0.0751000046730042,8.0,0.0102,ozone,201,unhealthy 4 sensitive
75,25.2,1.5,2016-09-01T00:00:00,1.0,2016,82,0.0644999742507935,17.0,0.0214,ozone,138,moderate
67,25.2,0.0,2016-07-06T00:00:00,1.0,2016,94,0.0681999921798706,20.0,0.0126,ozone,80,moderate
73,25.2,2.1,2016-06-07T00:00:00,0.25,2016,74,0.0618999935686588,12.0,0.0126,ozone,69,moderate
63,26.2,0.0,2016-07-17T00:00:00,1.0,2016,122,0.0768999457359314,11.0,0.0083,ozone,62,unhealthy 4 sensitive
66,27.2,0.0,2016-08-23T00:00:00,1.0,2016,76,0.0627999901771545,18.0,0.0225,ozone,95,moderate
70,27.2,0.0,2016-07-16T00:00:00,1.0,2016,70,0.107099950313568,21.0,0.0117,pm25,122,moderate
88,19.7,0.0,2016-10-24T00:00:00,0.75,2016,57,0.0418999902904034,15.0,0.0178,pm25,53,moderate
96,19.7,0.0,2016-05-06T00:00:00,0.25,2016,43,0.0461000055074692,9.0,0.0154,ozone,45,good
79,19.7,0.0,2016-10-25T00:00:00,0.75,2016,53,0.0458000004291534,13.0,0.0245,pm25,61,moderate
88,20.7,0.0,2016-05-04T00:00:00,0.25,2016,68,0.0603000000119209,5.0,0.0257,ozone,45,moderate
86,21.7,0.0,2016-05-26T00:00:00,0.25,2016,56,0.0563999935984612,9.0,0.0094,ozone,68,moderate
83,21.7,1.5,2016-05-21T00:00:00,0.25,2016,42,0.0456000044941902,7.0,0.0077,ozone,46,good
84,22.7,0.0,2016-05-27T00:00:00,0.25,2016,68,0.0591000057756901,20.0,0.0205,pm25,92,moderate
71,22.7,0.0,2016-09-18T00:00:00,1.0,2016,201,0.0898999571800232,22.0,0.0299,ozone,108,very unhealthy
89,23.7,0.0,2016-09-05T00:00:00,1.0,2016,66,0.0581000037491322,19.0,0.0143,pm25,113,moderate
57,23.7,2.1,2016-06-11T00:00:00,0.25,2016,57,0.0566999949514866,11.0,0.0077,ozone,95,moderate
63,23.7,0.0,2016-06-18T00:00:00,0.25,2016,47,0.0507999993860722,11.0,0.0047,ozone,96,good
76,23.7,0.0,2016-09-11T00:00:00,1.0,2016,74,0.061999998986721,21.0,0.0171,ozone,82,moderate
84,24.7,0.0,2016-06-01T00:00:00,0.25,2016,201,0.0889999866485596,23.0,0.018,ozone,201,very unhealthy
81,24.7,0.0,2016-06-03T00:00:00,0.25,2016,201,0.09579998254776,28.0,0.0238,ozone,200,very unhealthy
70,24.7,0.0,2016-08-07T00:00:00,1.0,2016,63,0.0588000006973743,11.0,0.0067,ozone,144,moderate
52,25.7,1.5,2016-08-15T00:00:00,1.0,2016,136,0.0808999538421631,19.0,0.0194,ozone,200,unhealthy 4 sensitive
77,25.7,1.5,2016-08-26T00:00:00,1.0,2016,99,0.0703999400138855,19.0,0.0129,ozone,95,moderate
71,25.7,0.0,2016-07-26T00:00:00,1.0,2016,112,0.111499965190887,40.0,0.0245,pm25,89,unhealthy 4 sensitive
64,25.7,1.5,2016-07-22T00:00:00,1.0,2016,118,0.0759999752044678,13.0,0.012,ozone,201,unhealthy 4 sensitive
64,25.7,0.0,2016-08-01T00:00:00,1.0,2016,145,0.0834999680519104,46.0,0.0118,ozone,201,unhealthy 4 sensitive
97,10.2,0.0,2016-02-06T00:00:00,0.0,2016,115,0.0401000045239925,41.0,0.0636,pm25,110,unhealthy 4 sensitive
96,10.7,0.0,2016-01-09T00:00:00,0.0,2016,87,0.0364999994635582,29.0,0.012,pm25,93,moderate
96,10.7,0.0,2016-01-12T00:00:00,0.0,2016,139,0.0298000015318394,51.0,0.0423,pm25,112,unhealthy 4 sensitive
97,11.2,0.0,2016-01-28T00:00:00,0.0,2016,142,0.0303999930620193,52.0,0.0691,pm25,142,unhealthy 4 sensitive
97,11.7,0.0,2016-12-21T00:00:00,0.0,2016,153,0.028499998152256,60.0,0.0628,pm25,153,unhealthy
96,11.7,0.0,2016-01-30T00:00:00,0.0,2016,107,0.0331999957561493,38.0,0.0515,pm25,55,unhealthy 4 sensitive
90,11.7,0.0,2016-01-22T00:00:00,0.0,2016,80,0.0348999910056591,26.0,0.0262,pm25,57,moderate
97,11.7,0.0,2016-12-20T00:00:00,0.75,2016,129,0.0306999944150448,47.0,0.1082,pm25,153,unhealthy 4 sensitive
97,11.7,0.0,2016-01-19T00:00:00,0.0,2016,55,0.0348000004887581,14.0,0.0305,pm25,68,moderate
98,11.7,0.0,2016-02-14T00:00:00,0.0,2016,156,0.0516000054776669,65.0,0.0315,pm25,124,unhealthy
96,12.2,0.0,2016-01-23T00:00:00,0.0,2016,57,0.0394999980926514,15.0,0.0153,pm25,97,moderate
97,13.2,0.0,2016-03-03T00:00:00,0.0,2016,87,0.0476999953389168,29.0,0.0241,pm25,95,moderate
97,13.2,0.0,2016-03-12T00:00:00,0.0,2016,99,0.0436999946832657,35.0,0.0186,pm25,93,moderate
97,13.2,0.0,2016-12-04T00:00:00,0.75,2016,153,0.0391000024974346,60.0,0.0739,pm25,102,unhealthy
97,13.2,0.0,2016-12-06T00:00:00,0.75,2016,119,0.0246999934315681,43.0,0.1129,pm25,112,unhealthy 4 sensitive
97,13.2,0.0,2016-03-01T00:00:00,0.0,2016,84,0.0588000006973743,28.0,0.0356,pm25,105,moderate
97,13.2,0.0,2016-12-05T00:00:00,0.75,2016,102,0.0141000002622604,36.0,0.0845,pm25,119,unhealthy 4 sensitive
95,13.7,0.0,2016-03-23T00:00:00,0.25,2016,57,0.0436000041663647,15.0,0.0276,pm25,76,moderate
96,13.7,0.0,2016-03-05T00:00:00,0.0,2016,72,0.0318000018596649,22.0,0.0059,pm25,42,moderate
97,13.7,0.0,2016-03-10T00:00:00,0.0,2016,89,0.0391000024974346,30.0,0.0254,pm25,76,moderate
96,14.7,1.5,2016-12-15T00:00:00,0.75,2016,55,0.0224999971687794,14.0,0.0285,pm25,50,moderate
97,15.2,0.0,2016-12-11T00:00:00,0.75,2016,31,0.0331000052392483,5.0,-0.0001,ozone,99,good
88,15.7,0.0,2016-04-14T00:00:00,0.25,2016,53,0.0521000027656555,13.0,0.0182,pm25,59,moderate
87,15.7,0.0,2016-04-18T00:00:00,0.25,2016,123,0.077299952507019,24.0,0.0377,ozone,143,unhealthy 4 sensitive
87,17.4,0.0,2016-04-20T00:00:00,0.25,2016,146,0.0837999582290649,20.0,0.0319,ozone,107,unhealthy 4 sensitive
97,18.4,0.0,2016-11-08T00:00:00,0.75,2016,152,0.0511000044643879,57.0,0.0388,pm25,91,unhealthy
97,18.4,0.0,2016-11-06T00:00:00,0.75,2016,157,0.0419999994337559,67.0,0.0354,pm25,129,unhealthy
98,18.4,0.0,2016-11-07T00:00:00,0.75,2016,129,0.057499997317791,47.0,0.06,pm25,152,unhealthy 4 sensitive
82,20.4,2.1,2016-10-15T00:00:00,0.75,2016,89,0.0393000021576881,30.0,0.0083,pm25,76,moderate
78,20.4,2.6,2016-10-16T00:00:00,0.75,2016,76,0.0396000035107136,24.0,0.0043,pm25,46,moderate
80,20.4,0.0,2016-10-04T00:00:00,0.75,2016,45,0.0481000058352947,9.0,0.029,ozone,47,good
73,21.4,0.0,2016-09-24T00:00:00,0.75,2016,94,0.0680999755859375,20.0,0.0307,ozone,110,moderate
66,22.4,1.5,2016-05-20T00:00:00,0.25,2016,43,0.0461999960243702,7.0,0.0048,ozone,42,good
79,22.4,0.0,2016-09-17T00:00:00,1.0,2016,200,0.100299954414368,22.0,0.0178,ozone,201,unhealthy
71,23.4,0.0,2016-09-06T00:00:00,1.0,2016,113,0.0744999647140503,19.0,0.0208,ozone,93,unhealthy 4 sensitive
81,23.4,0.0,2016-09-12T00:00:00,1.0,2016,82,0.0645999908447266,18.0,0.037,ozone,59,moderate
68,24.4,0.0,2016-05-31T00:00:00,0.25,2016,100,0.0705999732017517,19.0,0.019,ozone,201,moderate
79,24.4,0.0,2016-06-25T00:00:00,1.0,2016,201,0.0920999646186829,14.0,0.0136,ozone,201,very unhealthy
66,24.4,1.5,2016-07-07T00:00:00,1.0,2016,80,0.0639999508857727,15.0,0.0105,ozone,77,moderate
63,25.4,1.5,2016-07-08T00:00:00,1.0,2016,77,0.062999963760376,9.0,0.0109,ozone,32,moderate
67,25.4,1.5,2016-07-04T00:00:00,1.0,2016,201,0.0891000032424927,55.0,0.0093,ozone,90,very unhealthy
77,25.4,0.0,2016-07-01T00:00:00,1.0,2016,87,0.106899976730347,29.0,0.024,pm25,72,moderate
74,25.4,0.0,2016-07-13T00:00:00,1.0,2016,99,0.0696999430656433,11.0,0.02,ozone,201,moderate
62,25.4,1.5,2016-06-29T00:00:00,1.0,2016,133,0.0801999568939209,17.0,0.02,ozone,130,unhealthy 4 sensitive
71,25.4,1.5,2016-08-30T00:00:00,1.0,2016,146,0.083899974822998,21.0,0.012,ozone,57,unhealthy 4 sensitive
71,25.4,1.5,2016-08-02T00:00:00,1.0,2016,201,0.0898999571800232,39.0,0.0205,ozone,136,very unhealthy
73,25.4,1.5,2016-07-05T00:00:00,1.0,2016,90,0.0667999982833862,18.0,0.0138,ozone,94,moderate
71,21.9,0.0,2016-09-28T00:00:00,0.75,2016,201,0.0896999835968018,20.0,0.0482,ozone,72,very unhealthy
76,21.9,0.0,2016-09-27T00:00:00,0.75,2016,201,0.0906999707221985,19.0,0.0467,ozone,201,very unhealthy
77,23.9,1.5,2016-05-30T00:00:00,0.25,2016,108,0.0728999376296997,16.0,0.0105,ozone,100,unhealthy 4 sensitive
77,23.9,0.0,2016-06-13T00:00:00,0.25,2016,82,0.0643999576568604,13.0,0.0119,ozone,78,moderate
74,24.9,1.5,2016-08-05T00:00:00,1.0,2016,100,0.0698999762535095,17.0,0.0094,ozone,146,moderate
74,24.9,0.0,2016-06-05T00:00:00,0.25,2016,201,0.0924999713897705,20.0,0.0141,ozone,116,very unhealthy
66,24.9,0.0,2016-06-27T00:00:00,1.0,2016,200,0.0974999666213989,21.0,0.0236,ozone,201,unhealthy
57,25.9,0.0,2016-08-18T00:00:00,1.0,2016,200,0.101099967956543,32.0,0.0232,ozone,99,unhealthy
77,25.9,0.0,2016-08-20T00:00:00,1.0,2016,82,0.107999980449677,27.0,0.0223,pm25,201,moderate
57,25.9,1.5,2016-07-20T00:00:00,1.0,2016,90,0.0669999718666077,12.0,0.0103,ozone,139,moderate
59,25.9,0.0,2016-07-30T00:00:00,1.0,2016,99,0.10999995470047,35.0,0.0176,pm25,109,moderate
55,25.9,1.5,2016-07-21T00:00:00,1.0,2016,139,0.0819999575614929,11.0,0.012,ozone,118,unhealthy 4 sensitive
94,16.1,2.1,2016-04-12T00:00:00,0.25,2016,82,0.0493999905884266,27.0,0.0095,pm25,57,moderate
84,18.1,1.5,2016-04-21T00:00:00,0.25,2016,107,0.0725999474525452,18.0,0.0238,ozone,57,unhealthy 4 sensitive
82,20.1,0.0,2016-10-08T00:00:00,0.75,2016,201,0.0870999693870544,17.0,0.0452,ozone,134,very unhealthy
86,20.1,0.0,2016-10-06T00:00:00,0.75,2016,68,0.0568000003695488,20.0,0.0334,pm25,78,moderate
84,20.1,0.0,2016-10-14T00:00:00,0.75,2016,116,0.0752999782562256,25.0,0.0477,ozone,89,unhealthy 4 sensitive
55,22.1,0.0,2016-09-30T00:00:00,0.75,2016,100,0.0705999732017517,25.0,0.0405,ozone,46,moderate
72,22.1,2.1,2016-09-22T00:00:00,0.75,2016,57,0.0451000034809113,15.0,0.0124,pm25,76,moderate
45,24.1,1.5,2016-06-20T00:00:00,1.0,2016,104,0.0717999935150146,13.0,0.0113,ozone,201,unhealthy 4 sensitive
85,24.1,0.0,2016-08-11T00:00:00,1.0,2016,200,0.097599983215332,25.0,0.0216,ozone,201,unhealthy
62,25.1,0.0,2016-06-28T00:00:00,1.0,2016,201,0.0942999720573425,25.0,0.0236,ozone,133,very unhealthy
75,25.1,0.0,2016-08-04T00:00:00,1.0,2016,201,0.0883999466896057,21.0,0.02,ozone,100,very unhealthy
83,26.1,0.0,2016-08-25T00:00:00,1.0,2016,134,0.080299973487854,18.0,0.0254,ozone,99,unhealthy 4 sensitive
64,26.1,1.5,2016-07-18T00:00:00,1.0,2016,62,0.0584999993443489,14.0,0.0089,ozone,88,moderate
88,9.8,0.0,2016-01-02T00:00:00,0.0,2016,149,0.0274999998509884,55.0,0.0439,pm25,134,unhealthy 4 sensitive
97,10.3,0.0,2016-12-27T00:00:00,0.0,2016,87,0.0083999969065189,29.0,0.0962999,pm25,124,moderate
96,10.3,0.0,2016-12-28T00:00:00,0.0,2016,124,0.0298000015318394,45.0,0.0842,pm25,127,unhealthy 4 sensitive
97,10.3,0.0,2016-12-29T00:00:00,0.0,2016,127,0.0296999961137772,46.0,0.0996,pm25,155,unhealthy 4 sensitive
97,10.8,0.0,2016-02-08T00:00:00,0.0,2016,91,0.047800000756979,31.0,0.0782,pm25,76,moderate
95,10.8,0.0,2016-01-07T00:00:00,0.0,2016,59,0.040499996393919,16.0,0.0221,pm25,95,moderate
